id,timestamp,pressure,humidity,co2_level,temperature,location,battery_level,status
30,2024-09-12 14:08:27,87,27.56,26426,37,warehouse,81,active
31,2025-04-20 01:38:21,106,80.85,10755,37,warehouse,34,inactive
32,2025-02-20 04:01:38,105,72.75,25266,20,warehouse,10,error
33,2025-01-27 04:52:22,13,84.2,14362,23,warehouse,90,active
34,2024-06-17 03:02:30,100,17.2,7681,16,data center,48,inactive
35,2024-05-08 05:30:59,115,4.96,6546,10,factory,23,error
36,2024-06-19 00:07:16,111,50.89,18857,18,data center,40,inactive
37,2025-02-01 20:18:46,19,64.49,21550,37,factory,74,error
38,2025-03-18 11:43:07,117,69.28,13881,13,controlling center,36,inactive
39,2024-03-22 02:55:53,38,65.14,16813,5,controlling center,98,inactive
40,2024-05-02 18:44:12,149,37.72,2796,7,factory,60,inactive
41,2024-03-30 17:54:38,100,5.1,29392,14,factory,47,inactive
42,2024-04-21 22:00:01,35,37.15,6678,4,data center,68,error
43,2025-01-14 04:10:29,52,77.7,22953,21,controlling center,76,active
44,2024-11-24 15:43:03,115,60.43,24605,39,data center,66,error
45,2025-04-28 22:34:17,78,74.62,22310,4,controlling center,99,error
46,2024-05-25 15:33:57,144,7.87,15779,25,factory,80,inactive
47,2024-07-25 05:53:56,9,56.87,629,4,distribution center,66,error
48,2024-08-31 09:54:01,98,29.3,3542,4,warehouse,22,error
49,2024-05-26 19:08:31,13,25.22,4581,12,warehouse,8,error
50,2024-11-13 16:26:35,13,54.6,7321,15,data center,89,inactive
51,2024-04-19 13:01:29,9,72.28,7324,26,distribution center,84,error
52,2024-09-10 11:10:30,26,49.28,9940,24,data center,97,error
53,2024-10-21 13:36:35,65,63.27,13537,7,factory,96,error
54,2024-08-17 00:53:06,71,78.43,10263,39,data center,86,inactive
55,2024-10-08 23:27:27,53,87.7,8096,25,factory,61,error
56,2025-01-25 18:09:26,113,69.88,11756,12,factory,28,active
57,2025-04-28 01:18:40,31,20.34,3736,39,distribution center,80,active
58,2024-04-06 15:47:11,133,58.99,22620,16,controlling center,57,inactive
59,2024-08-23 07:17:51,103,7.2,17996,3,data center,67,error
60,2025-04-01 08:09:43,149,7.39,14071,3,controlling center,48,active
61,2024-12-15 23:37:44,85,32.34,16445,36,factory,65,inactive
62,2025-02-25 11:48:18,9,15.94,18652,25,factory,44,inactive
63,2024-10-12 13:17:33,3,71.99,18693,11,data center,90,inactive
64,2024-10-18 00:09:45,90,72.49,2094,31,distribution center,23,inactive
65,2025-04-27 18:27:03,113,20.89,1256,14,data center,6,error
66,2024-09-16 22:37:53,122,69.81,13428,24,warehouse,53,error
67,2024-10-06 11:19:57,33,37.32,9601,34,warehouse,69,inactive
68,2024-09-26 13:27:09,26,16.78,1828,15,warehouse,45,inactive
69,2024-12-22 00:12:03,69,11.52,16645,27,data center,92,inactive
70,2025-01-12 08:03:07,89,43.04,10889,4,controlling center,97,inactive
71,2024-09-26 18:33:00,21,1.06,385,38,data center,90,error
72,2025-02-23 10:00:13,59,1.8,23673,7,distribution center,81,error
73,2024-12-25 05:06:30,94,69.52,154,15,data center,73,active
74,2025-01-19 06:36:57,69,90.72,8320,5,factory,86,active
75,2025-02-09 20:04:05,32,97.33,6474,31,data center,43,active
76,2025-02-18 06:32:03,47,23.64,18393,5,controlling center,16,inactive
77,2025-01-28 00:14:03,148,66.03,10884,35,distribution center,57,active
78,2024-07-31 10:01:25,148,95.49,12836,20,data center,10,inactive
79,2024-12-28 01:36:34,113,71.66,4540,22,warehouse,98,error
80,2024-11-22 12:39:24,39,34.09,13383,32,data center,25,inactive
81,2024-06-04 03:53:47,48,84.29,22340,22,distribution center,30,inactive
82,2024-03-20 15:00:22,131,35.76,1873,38,controlling center,26,active
83,2025-01-14 15:18:04,72,14.17,22424,16,data center,78,inactive
84,2025-03-16 20:44:50,107,50.68,10802,40,controlling center,76,error
85,2025-03-16 00:43:47,28,27.16,19667,7,factory,34,active
86,2024-06-17 22:55:43,135,85.58,12074,36,warehouse,99,error
87,2025-03-03 00:41:05,101,6.31,28689,24,data center,70,inactive
88,2024-04-16 19:16:42,34,82.34,2593,35,controlling center,70,active
89,2024-04-11 18:01:41,62,78.98,2570,6,warehouse,51,inactive
90,2024-11-05 18:36:04,12,9.11,14075,30,factory,86,active
91,2025-01-27 10:57:37,148,85.12,19285,22,warehouse,45,active
92,2024-05-15 00:19:45,35,30.41,2253,26,data center,13,inactive
93,2024-05-20 13:21:08,58,44.96,3831,25,distribution center,55,error
94,2025-04-26 18:42:08,120,75.47,10598,11,controlling center,12,active
95,2024-06-22 22:25:14,60,8.85,1679,24,distribution center,14,inactive
96,2024-07-21 23:20:53,34,53.28,21574,40,distribution center,14,inactive
97,2024-03-20 07:20:33,133,44.72,26182,8,warehouse,37,error
98,2024-07-02 04:41:17,86,92.35,18962,32,factory,84,error
99,2024-08-28 14:44:14,94,78.05,18927,6,warehouse,43,error
100,2024-04-15 19:57:30,76,68.56,26710,37,controlling center,95,error
101,2024-09-22 18:25:48,17,19.96,14984,27,warehouse,7,error
102,2025-01-30 18:16:07,36,60.73,13315,17,controlling center,86,active
103,2025-03-31 01:58:44,115,47.69,29486,32,data center,95,error
104,2024-12-14 01:35:27,55,22.94,7677,22,warehouse,88,inactive
105,2024-10-25 03:19:57,37,49.93,7014,36,warehouse,47,error
106,2024-04-09 17:35:28,103,57.82,20182,2,data center,77,active
107,2024-11-29 16:31:00,125,62.9,19213,14,factory,27,error
108,2024-05-03 00:28:47,132,96.57,6136,32,distribution center,61,inactive
109,2024-08-05 21:55:07,58,51.98,12670,1,data center,39,inactive
110,2024-12-17 07:26:10,55,1.93,12880,3,warehouse,97,inactive
111,2025-04-10 15:27:57,56,90.39,22796,31,distribution center,86,error
112,2024-10-26 09:56:55,10,97.51,584,38,data center,51,active
113,2024-10-28 18:35:21,81,10.28,11292,22,distribution center,75,error
114,2024-08-28 15:37:50,40,5.25,12714,19,factory,46,error
115,2025-04-23 14:23:33,111,60.6,22954,1,distribution center,58,error
116,2025-04-22 20:38:52,113,25.02,15606,31,distribution center,14,error
117,2024-09-04 11:32:23,82,99.15,12603,22,factory,20,inactive
118,2024-06-27 02:17:28,80,89.13,11113,37,warehouse,1,error
119,2025-02-01 10:48:04,129,26.9,15793,26,controlling center,94,active
120,2025-04-03 02:20:45,96,86.05,7948,5,data center,55,error
121,2024-09-15 07:58:05,76,45.42,22878,14,factory,84,inactive
122,2024-07-20 02:13:37,25,56.5,2202,8,data center,26,error
123,2024-06-30 10:24:51,4,31.4,15711,32,warehouse,2,error
124,2025-02-05 18:36:12,99,81.78,11689,16,distribution center,57,error
125,2024-04-29 23:32:05,22,91.0,20718,12,distribution center,47,error
126,2025-03-22 21:37:39,24,60.5,29128,25,data center,9,error
127,2024-09-13 18:23:11,99,79.48,515,40,factory,72,active
128,2024-05-01 13:53:54,129,96.68,236,17,warehouse,70,inactive
129,2024-04-04 03:51:38,52,83.36,22634,8,data center,52,active
130,2024-08-30 11:55:01,110,17.89,25612,1,warehouse,100,active
131,2024-03-28 04:32:39,104,57.82,9571,23,warehouse,53,error
132,2025-04-26 03:23:00,16,49.54,28639,20,factory,75,inactive
133,2024-07-09 17:24:00,37,56.42,29277,3,distribution center,96,inactive
134,2025-03-06 17:24:19,143,25.96,22402,22,warehouse,39,active
135,2024-11-29 13:11:08,83,20.91,29818,10,warehouse,80,active
136,2024-06-29 03:17:49,67,44.79,28657,11,warehouse,30,active
137,2024-11-19 23:55:36,148,82.24,15531,27,data center,90,active
138,2024-04-23 19:11:56,70,8.04,12705,9,data center,71,inactive
139,2024-05-12 19:18:59,23,43.85,20568,37,factory,64,inactive
140,2024-09-24 10:34:31,146,85.66,17415,16,distribution center,54,inactive
141,2025-02-03 10:26:27,47,39.97,6010,32,controlling center,21,inactive
142,2025-03-04 21:14:53,65,50.39,3655,1,warehouse,66,active
143,2024-05-22 09:51:22,87,52.78,21030,40,data center,82,inactive
144,2024-11-04 00:32:11,10,68.18,21434,1,warehouse,80,inactive
145,2025-02-28 00:00:17,95,15.37,15352,12,data center,2,inactive
146,2024-04-01 06:12:25,16,72.27,14430,13,factory,70,active
147,2025-02-27 14:43:34,105,54.95,16781,27,distribution center,90,error
148,2024-12-26 20:20:52,60,2.12,22214,37,distribution center,85,error
149,2024-12-20 16:46:39,145,91.89,14304,2,controlling center,16,error
150,2024-05-03 08:17:39,111,70.88,17244,5,warehouse,97,active
151,2025-02-24 08:18:23,50,22.78,26558,10,distribution center,61,inactive
152,2025-01-14 18:07:58,57,30.09,27210,24,controlling center,72,error
153,2024-03-28 01:42:21,77,86.51,642,18,factory,32,error
154,2024-08-10 06:05:36,114,24.59,25817,16,controlling center,2,error
155,2024-10-22 12:22:02,75,10.75,23284,16,warehouse,29,active
156,2024-07-28 19:15:01,91,5.46,4219,38,factory,82,error
157,2025-01-15 02:28:01,41,53.11,8230,34,data center,29,error
158,2024-09-10 09:25:23,6,91.98,14256,21,distribution center,12,error
159,2024-07-27 21:46:13,138,90.64,6375,18,factory,52,active
160,2025-02-16 07:39:26,90,72.99,21998,13,factory,48,active
161,2025-03-09 20:28:08,136,5.71,221,9,distribution center,92,error
162,2025-02-03 20:50:35,68,6.92,9782,34,warehouse,51,error
163,2024-04-21 15:49:42,82,25.1,15335,36,distribution center,34,error
164,2024-09-06 18:55:48,143,36.85,3819,5,warehouse,23,active
165,2024-10-05 12:06:59,2,62.0,16071,8,warehouse,55,inactive
166,2024-05-21 11:02:36,59,23.58,26534,17,warehouse,33,active
167,2024-06-17 10:07:23,127,46.5,19129,14,data center,87,error
168,2024-11-18 09:07:57,63,59.49,28504,5,distribution center,21,error
169,2024-08-05 21:56:39,71,52.52,2243,36,factory,11,error
170,2024-05-13 05:40:02,119,93.75,23979,4,factory,37,error
171,2024-05-16 07:51:53,34,58.99,399,24,factory,79,error
172,2025-03-16 16:07:34,66,37.79,2117,35,controlling center,65,error
173,2025-03-20 15:07:45,55,25.59,11736,25,data center,30,inactive
174,2025-03-24 06:10:19,18,7.89,20014,33,distribution center,35,error
175,2024-06-25 08:31:50,66,23.38,16717,14,data center,6,inactive
176,2025-01-12 02:09:40,41,61.55,9878,35,warehouse,36,active
177,2025-04-15 14:49:31,136,31.22,16041,11,distribution center,48,active
178,2024-06-14 16:16:16,140,52.21,475,31,factory,99,inactive
179,2024-04-29 23:42:34,5,79.92,22016,8,factory,16,active
180,2024-05-23 22:40:44,71,64.2,27837,7,controlling center,70,inactive
181,2024-03-30 01:26:30,110,80.52,9776,22,warehouse,64,inactive
182,2024-05-15 22:05:05,144,99.93,17148,25,controlling center,89,active
183,2024-09-24 02:44:20,21,68.07,7264,29,controlling center,71,inactive
184,2024-12-01 16:22:18,44,91.16,15752,6,data center,1,inactive
185,2024-09-09 08:29:52,111,54.66,21801,10,warehouse,1,active
186,2024-04-30 06:47:40,85,74.17,23133,16,factory,30,error
187,2025-03-09 14:33:16,110,1.26,7327,35,factory,40,error
188,2024-05-06 02:00:15,144,76.86,25173,29,warehouse,10,error
189,2025-02-02 17:31:55,146,26.37,14560,18,controlling center,30,error
190,2024-09-16 14:49:48,137,56.62,294,26,warehouse,34,active
191,2024-09-17 08:49:01,112,28.48,10686,8,distribution center,55,inactive
192,2025-04-26 18:50:05,49,85.18,2750,12,data center,7,error
193,2024-09-16 17:59:08,91,13.68,15215,29,data center,72,error
194,2024-07-09 02:53:40,77,16.62,18593,4,warehouse,46,active
195,2024-08-25 17:09:47,32,99.04,8266,22,factory,72,active
196,2024-05-12 15:37:21,129,58.45,11342,33,controlling center,66,inactive
197,2024-10-08 14:23:15,119,3.38,5344,36,factory,14,error
198,2024-12-08 16:12:05,95,65.76,14261,7,factory,5,active
199,2024-09-02 19:28:32,58,61.62,4490,36,warehouse,73,error
200,2024-08-16 06:50:47,88,34.78,294,28,factory,2,active
201,2024-12-24 09:43:24,93,83.29,28724,24,controlling center,60,inactive
202,2024-07-18 16:21:56,149,6.74,6636,6,distribution center,13,error
203,2025-03-05 00:42:56,58,45.81,713,18,warehouse,82,active
204,2024-10-18 11:35:35,117,46.93,14516,32,distribution center,85,error
205,2025-01-15 04:10:32,85,65.77,26969,9,data center,70,inactive
206,2024-06-26 04:56:43,21,44.97,11756,1,warehouse,71,inactive
207,2025-01-19 09:19:59,55,68.75,15137,39,distribution center,74,active
208,2024-03-21 18:57:30,8,17.13,25825,39,data center,84,error
209,2025-02-03 13:38:01,35,95.25,28727,40,warehouse,38,active
210,2024-12-19 06:43:01,113,56.5,532,26,data center,94,error
211,2024-07-07 16:48:08,5,21.52,1472,1,distribution center,6,error
212,2024-09-10 16:16:19,51,71.29,25470,16,distribution center,73,error
213,2024-07-15 15:26:56,51,65.93,16408,10,warehouse,29,error
214,2024-03-29 03:02:49,63,16.91,5347,34,factory,15,error
215,2024-12-20 23:18:52,7,9.5,29191,3,distribution center,91,inactive
216,2025-04-16 22:42:18,15,71.67,23494,17,factory,94,error
217,2024-08-05 23:24:06,139,5.61,22887,17,data center,34,error
218,2024-04-16 23:52:45,48,70.75,19503,2,warehouse,14,inactive
219,2025-03-31 09:38:57,144,22.51,14707,9,data center,86,active
220,2024-07-14 07:30:12,97,70.69,15607,25,distribution center,2,inactive
221,2024-06-21 15:25:47,111,16.28,19621,37,distribution center,81,inactive
222,2024-07-02 05:57:06,56,56.48,19693,10,distribution center,53,active
223,2024-08-09 22:15:19,120,9.69,23372,37,warehouse,78,inactive
224,2024-06-17 20:01:11,33,69.27,11402,14,factory,28,error
225,2024-10-18 06:22:53,47,90.2,6173,8,warehouse,96,inactive
226,2024-04-26 22:09:11,46,56.69,10821,27,factory,23,inactive
227,2025-04-26 05:59:44,127,4.5,7999,20,distribution center,94,active
228,2024-12-27 19:32:10,57,30.63,28321,26,data center,73,active
229,2024-10-08 18:22:12,149,26.31,22867,33,factory,68,inactive
230,2024-07-28 17:29:14,18,82.39,11197,14,warehouse,54,inactive
231,2024-08-05 20:51:24,27,9.54,19692,9,data center,39,error
232,2024-06-14 23:57:49,126,2.63,20356,36,factory,97,inactive
233,2025-04-02 06:14:15,135,35.85,20477,12,warehouse,40,active
234,2024-10-04 23:57:58,127,99.1,15757,4,factory,37,active
235,2024-10-02 17:27:16,28,36.68,22892,29,factory,16,error
236,2025-02-23 02:46:59,66,78.57,21888,13,data center,23,error
237,2024-06-03 19:15:23,79,53.62,20609,30,controlling center,78,active
238,2024-12-26 09:13:19,119,83.71,1689,11,controlling center,47,error
239,2025-04-06 02:30:56,140,67.85,17781,32,data center,75,error
240,2025-04-04 04:38:26,14,55.1,13403,39,distribution center,62,active
241,2024-04-28 06:04:38,72,23.82,27784,25,distribution center,61,error
242,2024-08-08 18:59:53,147,60.61,28838,30,controlling center,34,active
243,2025-04-09 09:08:46,121,34.26,20053,25,data center,82,inactive
244,2024-12-25 06:01:32,45,91.2,19255,35,distribution center,2,error
245,2025-04-08 08:52:31,76,49.09,14909,33,distribution center,79,error
246,2025-02-07 11:19:52,111,78.75,14477,26,data center,85,active
247,2024-06-17 04:02:06,15,77.6,15651,38,warehouse,25,inactive
248,2024-06-26 04:26:51,20,18.37,8493,8,factory,33,inactive
249,2024-11-04 21:34:50,96,84.4,29351,12,warehouse,77,active
250,2025-02-27 04:21:12,18,73.14,22944,38,controlling center,70,error
251,2024-05-24 14:44:06,137,43.6,14278,3,data center,36,error
252,2025-04-16 07:12:25,63,3.29,12940,40,data center,45,inactive
253,2024-12-20 00:41:21,132,81.29,17317,24,data center,58,inactive
254,2025-04-14 21:20:46,66,40.69,16145,37,warehouse,61,active
255,2025-04-05 13:14:20,149,19.98,4936,31,data center,13,inactive
256,2025-03-28 04:28:08,100,68.17,15069,16,factory,12,active
257,2024-08-15 21:59:38,104,51.58,10078,35,data center,94,inactive
258,2025-02-20 08:03:28,81,82.83,97,18,warehouse,71,error
259,2025-03-01 09:08:25,114,70.03,29007,2,data center,98,error
260,2024-05-09 14:57:04,24,41.33,1584,6,controlling center,48,error
261,2024-09-13 19:44:57,125,96.02,11418,36,controlling center,22,active
262,2024-06-16 21:47:18,64,77.04,19839,36,distribution center,82,inactive
263,2024-03-20 23:14:48,8,97.42,27471,1,distribution center,92,active
264,2024-05-14 13:28:15,14,6.62,29474,26,distribution center,1,error
265,2024-10-11 23:25:19,13,48.9,24251,29,distribution center,32,inactive
266,2025-02-04 07:21:32,139,29.81,26030,8,distribution center,95,inactive
267,2024-10-04 21:28:35,64,12.44,20919,1,controlling center,90,active
268,2025-02-24 02:15:06,10,59.55,9032,33,distribution center,51,error
269,2025-02-19 01:11:43,87,60.44,2426,34,warehouse,1,inactive
270,2024-09-07 19:37:17,5,3.9,23431,13,factory,74,error
271,2025-03-01 22:24:46,77,2.28,24004,15,controlling center,64,active
272,2025-01-14 14:26:35,13,80.4,925,16,factory,99,inactive
273,2025-02-15 18:17:23,70,50.28,9730,23,data center,42,active
274,2025-02-21 14:18:10,103,38.13,12088,18,warehouse,84,active
275,2024-09-05 18:17:52,18,88.06,14519,15,factory,54,error
276,2025-04-04 01:22:38,120,77.73,24526,16,distribution center,29,active
277,2024-04-03 06:20:07,147,68.94,23813,17,distribution center,67,inactive
278,2025-01-08 05:38:57,24,15.4,4200,22,controlling center,80,error
279,2024-10-18 14:52:37,93,57.84,14678,29,data center,80,inactive
280,2024-11-19 01:10:48,28,6.76,26377,17,data center,47,error
281,2025-04-19 02:34:46,40,68.02,24252,11,controlling center,71,inactive
282,2024-12-14 02:45:48,121,98.05,24803,29,distribution center,30,inactive
283,2024-04-10 16:28:20,93,23.66,20104,4,factory,100,active
284,2024-05-16 23:37:19,145,64.19,9433,22,factory,50,inactive
285,2024-11-11 06:05:28,74,15.12,17212,35,distribution center,17,active
286,2024-09-02 06:54:45,138,52.1,23287,2,warehouse,55,inactive
287,2025-04-04 07:08:07,19,9.9,26235,38,factory,18,error
288,2024-10-17 17:48:35,41,3.29,3337,28,factory,89,active
289,2024-12-16 04:23:16,136,22.45,27118,40,data center,67,inactive
290,2025-02-01 08:22:54,130,6.74,751,2,warehouse,84,active
291,2025-02-14 04:13:12,96,42.8,28128,12,controlling center,65,inactive
292,2025-01-25 13:26:26,87,35.26,11292,26,controlling center,80,inactive
293,2025-02-20 02:46:30,120,1.91,2308,36,controlling center,45,error
294,2025-04-01 23:37:28,42,79.74,16434,9,factory,39,active
295,2024-11-14 00:52:08,131,11.98,3235,4,warehouse,17,active
296,2025-01-08 15:38:36,67,76.71,21571,13,data center,4,inactive
297,2024-08-19 22:53:01,104,63.74,24586,2,warehouse,10,active
298,2025-01-07 03:11:06,46,11.07,21842,23,warehouse,40,active
299,2025-04-12 21:11:42,36,92.24,7728,17,distribution center,46,active
300,2024-05-26 18:24:43,94,73.12,16415,6,distribution center,93,inactive
301,2024-03-22 23:37:24,49,73.82,5626,39,factory,93,inactive
302,2025-04-01 01:04:31,41,78.21,25584,1,distribution center,59,error
303,2024-12-13 13:48:39,126,24.48,27838,13,controlling center,100,active
304,2024-07-22 09:42:55,83,28.23,9724,24,controlling center,80,error
305,2025-04-05 03:59:02,139,93.59,26939,31,distribution center,2,active
306,2024-11-05 06:11:26,137,51.79,12828,17,factory,23,error
307,2024-11-18 11:06:27,110,74.83,23541,1,factory,80,error
308,2025-03-15 20:16:50,105,96.2,7035,8,factory,19,error
309,2024-05-30 19:33:38,30,43.42,44,37,warehouse,88,error
310,2024-11-16 15:05:16,129,20.69,25587,3,factory,36,error
311,2024-12-21 15:41:25,114,47.03,25325,5,distribution center,1,error
312,2024-12-20 03:50:49,63,42.67,15929,12,controlling center,54,error
313,2024-09-14 18:23:28,115,65.92,10997,17,factory,29,inactive
314,2024-04-16 13:34:59,96,32.4,10195,12,data center,52,error
315,2024-10-19 18:03:57,60,8.4,939,29,warehouse,25,active
316,2024-09-10 21:19:10,57,42.01,29105,24,factory,20,active
317,2024-07-21 23:39:21,5,21.29,22899,33,controlling center,68,active
318,2024-12-29 10:09:04,104,6.41,19165,27,distribution center,95,error
319,2024-05-31 03:25:39,21,12.19,26998,38,warehouse,4,inactive
320,2024-04-10 17:19:23,95,93.62,29642,2,factory,10,inactive
321,2024-04-24 14:23:26,39,56.94,8501,29,controlling center,78,active
322,2024-11-03 01:48:16,82,52.24,28982,37,factory,57,inactive
323,2025-04-23 00:45:48,130,6.41,596,8,data center,17,inactive
324,2024-03-21 12:31:25,111,48.55,13476,4,distribution center,9,error
325,2024-03-27 12:50:39,70,19.94,52,13,distribution center,59,inactive
326,2025-01-09 17:15:24,41,21.02,17697,3,factory,23,error
327,2025-01-07 17:56:50,34,38.02,28890,29,warehouse,69,active
328,2025-04-09 20:08:30,83,5.0,20963,32,data center,11,active
329,2024-05-10 13:51:17,130,23.2,2332,32,factory,100,active
330,2025-03-05 20:34:48,17,66.62,20875,4,warehouse,39,inactive
331,2025-01-10 03:24:38,105,79.06,12702,28,controlling center,32,error
332,2025-03-01 05:19:39,73,40.03,9764,30,distribution center,75,inactive
333,2024-08-06 17:03:38,87,8.83,21212,28,factory,9,error
334,2024-10-15 10:09:27,33,54.66,15284,20,warehouse,8,error
335,2024-03-23 13:04:28,70,45.69,5221,40,controlling center,24,inactive
336,2024-06-09 22:12:30,37,78.99,18140,21,data center,37,active
337,2024-06-28 18:10:12,59,38.75,24433,7,factory,86,inactive
338,2024-08-21 22:41:23,22,89.24,16465,11,controlling center,3,error
339,2025-01-12 13:37:00,4,61.62,18473,28,controlling center,35,inactive
340,2024-03-21 10:33:10,95,21.36,847,20,factory,6,error
341,2024-07-29 09:24:46,6,94.73,6000,23,distribution center,92,active
342,2024-09-27 17:38:55,72,58.15,174,6,distribution center,91,inactive
343,2025-01-11 19:40:40,59,84.69,16781,32,warehouse,100,inactive
344,2025-03-11 13:30:05,79,20.87,28770,19,factory,1,active
345,2024-10-23 20:51:27,23,72.24,17054,26,data center,42,error
346,2025-04-01 17:46:16,90,35.05,6084,15,warehouse,99,inactive
347,2025-02-16 17:43:48,143,50.32,28756,12,controlling center,20,error
348,2024-07-11 00:31:13,55,77.51,12799,27,data center,40,active
349,2024-07-09 22:13:20,146,17.89,21851,26,factory,34,error
350,2024-08-21 07:55:45,138,9.54,25215,14,data center,94,error
351,2024-05-11 16:56:38,19,76.77,10480,13,data center,85,active
352,2024-08-14 21:05:13,30,5.74,27440,32,warehouse,21,active
353,2024-07-22 03:07:05,71,79.79,13570,38,distribution center,98,inactive
354,2025-04-19 07:00:02,68,44.84,5915,9,factory,97,inactive
355,2025-04-05 02:15:37,15,41.54,8164,7,warehouse,100,inactive
356,2024-12-22 04:38:38,142,96.06,7969,11,distribution center,7,error
357,2024-08-12 04:26:56,87,43.57,3345,35,factory,76,error
358,2024-05-14 21:55:41,105,35.04,15958,2,factory,88,error
359,2024-07-25 00:13:20,64,66.41,4981,29,data center,9,active
360,2024-11-29 05:43:23,49,79.24,13204,37,warehouse,9,active
361,2024-09-12 16:19:25,16,50.07,6251,30,controlling center,9,error
362,2025-01-05 19:29:12,124,55.48,12370,29,warehouse,44,inactive
363,2024-10-09 08:40:47,91,25.72,23000,27,warehouse,47,inactive
364,2024-05-31 15:34:39,70,87.41,6008,21,controlling center,3,active
365,2024-05-19 15:39:56,91,69.34,9770,22,controlling center,25,inactive
366,2025-03-08 04:26:50,143,24.17,15475,16,distribution center,81,inactive
367,2025-04-09 11:58:44,4,87.52,4497,10,warehouse,4,active
368,2024-06-18 03:31:31,135,86.66,400,1,data center,12,inactive
369,2024-12-26 06:10:13,23,4.18,4515,19,controlling center,1,error
370,2024-06-18 23:08:47,102,15.92,20093,29,warehouse,87,active
371,2024-12-08 09:17:20,59,86.57,14480,4,factory,94,error
372,2024-07-03 10:01:05,100,20.12,753,24,distribution center,71,active
373,2024-11-15 14:19:06,129,51.47,28424,25,warehouse,75,error
374,2024-08-14 02:25:13,33,80.99,10994,8,controlling center,8,active
375,2024-09-20 17:59:08,52,83.56,13623,26,warehouse,96,inactive
376,2024-03-28 20:45:35,3,40.66,7592,38,factory,92,error
377,2025-04-11 06:10:05,143,63.39,19695,6,warehouse,73,active
378,2024-06-10 02:03:41,88,45.7,25100,21,warehouse,41,active
379,2025-03-10 13:43:48,83,14.91,22019,31,distribution center,69,inactive
380,2024-03-30 18:40:38,138,20.26,7944,26,warehouse,13,inactive
381,2024-09-01 12:52:30,6,14.03,11301,20,data center,37,error
382,2024-08-20 23:03:47,142,88.25,1107,5,data center,65,active
383,2024-05-03 19:14:26,139,41.0,20861,22,controlling center,88,active
384,2024-06-17 11:33:44,71,16.25,7081,16,data center,81,active
385,2024-10-13 01:21:50,12,59.99,238,27,controlling center,57,error
386,2024-11-28 09:40:29,99,62.95,11754,9,warehouse,84,error
387,2024-09-20 07:34:50,67,7.11,4200,30,distribution center,74,error
388,2024-07-08 04:51:17,15,99.93,19136,21,factory,47,active
389,2025-03-14 22:47:39,124,5.93,7828,40,controlling center,20,error
390,2025-01-03 18:22:13,35,59.94,24364,35,controlling center,17,error
391,2025-01-30 05:33:54,70,50.56,23131,12,warehouse,57,inactive
392,2025-04-08 23:12:31,65,6.43,24988,11,factory,3,inactive
393,2024-06-13 07:14:44,100,77.63,27495,38,distribution center,59,inactive
394,2024-04-16 09:40:20,98,50.92,13008,36,data center,67,active
395,2024-07-07 02:08:56,104,46.14,8701,30,warehouse,66,inactive
396,2025-02-20 16:11:43,25,75.98,5895,29,factory,36,active
397,2024-07-10 00:44:51,20,51.2,20471,6,factory,11,active
398,2024-06-09 22:40:57,51,50.89,16741,27,controlling center,29,error
399,2024-04-06 10:34:03,109,64.72,20692,31,distribution center,27,error
400,2025-02-14 11:06:13,141,86.59,17722,21,controlling center,95,inactive
